type,id,URL,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3154920,https://dl.acm.org/citation.cfm?id=3154920,Heleen  Rutjes and Martijn C. Willemsen and Janne  van Kollenburg and Sander  Bogers and Wijnand A. IJsselsteijn,,,,"Benefits and Costs of Patient Generated Data, from the Clinician's and Patient's Perspective",436--439,,4,"data science, data visualization, health care professional, patient-generated data, patient-physician relationship, personal health records, quantified self",10.1145/3154862.3154920,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,3154870,https://dl.acm.org/citation.cfm?id=3154870,Ay&#351;e G. B&#252;y&#252;kt&#252;r and Mark S. Ackerman and Mark W. Newman and Pei-Yao  Hung,,,,Design Considerations for Semi-automated Tracking: Self-care Plans in Spinal Cord Injury,183--192,,10,"context-aware environments, disability, quantified self, rehabilitation, requirements, self-care plans, self-monitoring, semi-automated tracking, user needs",10.1145/3154862.3154870,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2723651,https://dl.acm.org/citation.cfm?id=2723651,Frederick  Nwanganga and Everaldo  Aguiar and G. Alex Ambrose and Victoria  Goodrich and Nitesh V. Chawla,,,,Qualitatively Exploring Electronic Portfolios: A Text Mining Approach to Measuring Student Emotion As an Early Warning Indicator,422--423,,2,"affect, analytic approaches &#38; methods, emotions, natural language processing, predictive analytics, quantified self, reflecting learning, text mining",10.1145/2723576.2723651,,,,,,,2015,,Proceedings of the Fifth International Conference on Learning Analytics And Knowledge,LAK '15,,978-1-4503-3417-4,"Poughkeepsie, New York",ACM,"New York, NY, USA"
article,3080545,https://dl.acm.org/citation.cfm?id=3080545,Nitish  Nag and Vaibhav  Pandey and Ramesh  Jain,,,,Health Multimedia: Lifestyle Recommendations Based on Diverse Observations,99--106,,8,"context awareness, cybernetics, event mining, mobile health, navigation, objective-self, personalized, persuasion, precision medicine, predictive health, prevention, quantified-self",10.1145/3078971.3080545,,,,,,,2017,,Proceedings of the 2017 ACM on International Conference on Multimedia Retrieval,ICMR '17,,978-1-4503-4701-3,"Bucharest, Romania",ACM,"New York, NY, USA"
article,3186062,https://dl.acm.org/citation.cfm?id=3186062,Zhiyuan  Lin and Tim  Althoff and Jure  Leskovec,,,,I'Ll Be Back: On the Multiple Lives of Users of a Mobile Activity Tracking Application,1501--1511,,11,"activity logging, activity tracking, lifespan, lifetime, mobile health, multiple lives, quantified self, reengagement, user engagement, user modeling",10.1145/3178876.3186062,,,,,,,2018,,Proceedings of the 2018 World Wide Web Conference,WWW '18,,978-1-4503-5639-8,"Lyon, France",International World Wide Web Conferences Steering Committee,"Republic and Canton of Geneva, Switzerland"
article,2504407,https://dl.acm.org/citation.cfm?id=2504407,Gerald  Bieber and Marian  Haescher and Matthias  Vahl,,,,Sensor Requirements for Activity Recognition on Smart Watches,67:1--67:6,67,6,"acceleration, activity monitoring, inactivity, mobile computing, quantify self, recognition, sensor, sleep, smart, smart watch, user interfaces, watch, wrist",10.1145/2504335.2504407,,,,,,,2013,,Proceedings of the 6th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '13,,978-1-4503-1973-7,"Rhodes, Greece",ACM,"New York, NY, USA"
article,3300711,https://dl.acm.org/citation.cfm?id=3300711,Yubo  Kou and Xinning  Gui and Yunan  Chen and Bonnie  Nardi,,,,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship,481:1--481:15,481,15,"care of the self, censorship, ethics, existential hci, foucault, healthcare, neoliberalism, political economy, politics, power, quantified-self",10.1145/3290605.3300711,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,3186161,https://dl.acm.org/citation.cfm?id=3186161,Takeshi  Kurashima and Tim  Althoff and Jure  Leskovec,,,,Modeling Interdependent and Periodic Real-World Action Sequences,803--812,,10,"activity logging, activity tracking, human action sequence, mobile health, periodic behavior, point process, quantified self, real-world actions, real-world behavior, user modeling",10.1145/3178876.3186161,,,,,,,2018,,Proceedings of the 2018 World Wide Web Conference,WWW '18,,978-1-4503-5639-8,"Lyon, France",International World Wide Web Conferences Steering Committee,"Republic and Canton of Geneva, Switzerland"
article,2674446,https://dl.acm.org/citation.cfm?id=2674446,Gerald  Bieber and Thomas  Kirste and Michael  Gaede,,,,Low Sampling Rate for Physical Activity Recognition,15:1--15:8,15,8,"acceleration, activity monitoring, activity recognition, inactivity, low sampling rate, mobile computing, quantify self, recognition, sampling, sensor, sleep, smart, smart watch, user interfaces, very low frequency, watch, wrist",10.1145/2674396.2674446,,,,,,,2014,,Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '14,,978-1-4503-2746-6,"Rhodes, Greece",ACM,"New York, NY, USA"
article,3174038,https://dl.acm.org/citation.cfm?id=3174038,Michael Warren Skirpan and Jacqueline  Cameron and Tom  Yeh,,,,More Than a Show: Using Personalized Immersive Theater to Educate and Engage the Public in Technology Ethics,464:1--464:13,464,13,"design fiction, design methods, enactments, ethics, immersive theater, privacy, public engagement, research through design, speculative design",10.1145/3173574.3174038,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,1556463,https://dl.acm.org/citation.cfm?id=1556463,Brent  Hecht and Darren  Gergle,,,,Measuring Self-focus Bias in Community-maintained Knowledge Repositories,11--20,,10,"bias, hyperlingual, self-focus, semantic networks, topical coverage, web 2.0, wikipedia",10.1145/1556460.1556463,,,,,,,2009,,Proceedings of the Fourth International Conference on Communities and Technologies,C&#38;T '09,,978-1-60558-713-4,"University Park, PA, USA",ACM,"New York, NY, USA"
article,2686912,https://dl.acm.org/citation.cfm?id=2686912,Julie  Doyle and Lorcan  Walsh and Antonella  Sassu and Teresa  McDonagh,,,,Designing a Wellness Self-management Tool for Older Adults: Results from a Field Trial of YourWellness,134--141,,8,"feedback, older adults, self-management, wellness",10.4108/icst.pervasivehealth.2014.254950,,,,,,,2014,,Proceedings of the 8th International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '14,,978-1-63190-011-2,"Oldenburg, Germany","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
article,2998365,https://dl.acm.org/citation.cfm?id=2998365,Mark&#233;ta  Dolej&#353;ov&#225; and Denisa  Kera,,,,Soylent Diet Self-Experimentation: Design Challenges in Extreme Citizen Science Projects,2112--2123,,12,"extreme citizen science, health, nutrition literacy, risk, self-experimentation, self-tracking",10.1145/2998181.2998365,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '17,,978-1-4503-4335-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2366024,https://dl.acm.org/citation.cfm?id=2366024,Neal  Lathia,,,,Using Ratings to Profile Your Health,303--304,,2,health,10.1145/2365952.2366024,,,,,,,2012,,Proceedings of the Sixth ACM Conference on Recommender Systems,RecSys '12,,978-1-4503-1270-7,"Dublin, Ireland",ACM,"New York, NY, USA"
article,2627416,https://dl.acm.org/citation.cfm?id=2627416,Luke  Hutton and Tristan  Henderson and Apu  Kapadia,,,,"Short Paper: Here I Am, Now Pay Me!: Privacy Concerns in Incentivised Location-sharing Systems",81--86,,6,"contextual integrity, location-sharing, privacy",10.1145/2627393.2627416,,,,,,,2014,,Proceedings of the 2014 ACM Conference on Security and Privacy in Wireless &#38; Mobile Networks,WiSec '14,,978-1-4503-2972-9,"Oxford, United Kingdom",ACM,"New York, NY, USA"
article,2995350,https://dl.acm.org/citation.cfm?id=2995350,Bogdan  Glogovac and Mads  Simonsen and Silje Str&#248;m Solberg and Erica  L&#246;fstr&#246;m and Dirk  Ahlers,,,,Ducky: An Online Engagement Platform for Climate Communication,126:1--126:6,126,6,"Activity tracking, climate activities, climate footprint, eco-visualization, gamification, sustainability",10.1145/2971485.2995350,,,,,,,2016,,Proceedings of the 9th Nordic Conference on Human-Computer Interaction,NordiCHI '16,,978-1-4503-4763-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,2733046,https://dl.acm.org/citation.cfm?id=2733046,Quoc-Cuong  To and Benjamin  Nguyen and Philippe  Pucheral,,,,SQL/AA: Executing SQL on an Asymmetric Architecture,1625--1628,,4,,10.14778/2733004.2733046,Proc. VLDB Endow.,14-Aug,7,13,,August,2014,2150-8097,,,,,,VLDB Endowment,
article,2903658,https://dl.acm.org/citation.cfm?id=2903658,Sojung  Kwak and Joeun  Lee and Jieun  Kwon,,,,A Study on Life-Logging Application from the Analytical Perspective of Self-Formation,206--211,,6,"&#xB77C;&#xC774;&#xD504;&#xB85C;&#xAE45;, &#xC560;&#xD50C;&#xB9AC;&#xCF00;&#xC774;&#xC158;, &#xC6E8;&#xC5B4;&#xB7EC;&#xBE14;&#xB514;&#xBC14;&#xC774;&#xC2A4;, &#xC790;&#xC544; &#xC815;&#xB7C9;&#xD654;, &#xC790;&#xC544;&#xD615;&#xC131;",10.17210/hcik.2016.01.206,,,,,,,2016,,Proceedings of HCI Korea,HCIK '16,,978-89-6848-791-0,"Jeongseon, Republic of Korea","Hanbit Media, Inc.",South Korea
article,2894750,https://dl.acm.org/citation.cfm?id=2894750,Quoc-Cuong  To and Benjamin  Nguyen and Philippe  Pucheral,,,,Private and Scalable Execution of SQL Aggregates on a Secure Decentralized Architecture,16:1--16:43,16,43,"Trusted hardware, decentralized architecture, parallel computing",10.1145/2894750,ACM Trans. Database Syst.,16-Aug,41,3,,August,2016,0362-5915,,,,,,ACM,"New York, NY, USA"
article,3205876,https://dl.acm.org/citation.cfm?id=3205876,Marius  Hoggenmueller and Alexander  Wiethoff and Martin  Tomitsch,,,,Designing Low-Res Lighting Displays As Ambient Gateways to Smart Devices,18:1--18:8,18,8,"Information design, ambient light systems, low resolution display",10.1145/3205873.3205876,,,,,,,2018,,Proceedings of the 7th ACM International Symposium on Pervasive Displays,PerDis '18,,978-1-4503-5765-4,"Munich, Germany",ACM,"New York, NY, USA"
article,3297432,https://dl.acm.org/citation.cfm?id=3297432,Christoph  Stach and Frank  Steimle,,,,Recommender-based Privacy Requirements Elicitation - EPICUREAN: An Approach to Simplify Privacy Settings in IoT Applications with Respect to the GDPR,1500--1507,,8,"IoT, association rules, clustering, eHealth, knowledge modeling, privacy requirements elicitation, privacy system, recommender system",10.1145/3297280.3297432,,,,,,,2019,,Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing,SAC '19,,978-1-4503-5933-7,"Limassol, Cyprus",ACM,"New York, NY, USA"
article,2807445,https://dl.acm.org/citation.cfm?id=2807445,Yusuke  Sugano and Andreas  Bulling,,,,Self-Calibrating Head-Mounted Eye Trackers Using Egocentric Visual Saliency,363--372,,10,"calibration drift, electrooculography, visual saliency, mobile eye tracking, user calibration",10.1145/2807442.2807445,,,,,,,2015,,Proceedings of the 28th Annual ACM Symposium on User Interface Software &#38; Technology,UIST '15,,978-1-4503-3779-3,"Charlotte, NC, USA",ACM,"New York, NY, USA"
article,2503836,https://dl.acm.org/citation.cfm?id=2503836,Vivek K. Singh and Tat-Seng  Chua and Ramesh  Jain and Alex Sandy  Pentland,,,,Summary Abstract for the 1st ACM International Workshop on Personal Data Meets Distributed Multimedia,1105--1106,,2,"distributed multimedia, personal data, reality mining, sensor networks, situation recognition, social networks",10.1145/2502081.2503836,,,,,,,2013,,Proceedings of the 21st ACM International Conference on Multimedia,MM '13,,978-1-4503-2404-5,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2534536,https://dl.acm.org/citation.cfm?id=2534536,Zhenyu  Chen and Mu  Lin and Fanglin  Chen and Nicholas D. Lane and Giuseppe  Cardone and Rui  Wang and Tianxing  Li and Yiqiang  Chen and Tanzeem  Choudhury and Andrew T. Campbell,,,,Unobtrusive Sleep Monitoring Using Smartphones,145--152,,8,"activity recognition, mHealth, sleep monitoring, smartphone sensing",10.4108/icst.pervasivehealth.2013.252148,,,,,,,2013,,Proceedings of the 7th International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '13,,978-1-936968-80-0,"Venice, Italy","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
article,2557679,https://dl.acm.org/citation.cfm?id=2557679,Farzaneh  Salamati and Zbigniew J. Pasek,,,,Modeling for Personal Well-being: Time for Paradigm Change,11:1--11:5,11,5,"individualized health care, obesity, self-tracking, system dynamics",,,,,,,,2013,,Proceedings of the 2013 Grand Challenges on Modeling and Simulation Conference,GCMS '13,,978-1-62748-275-2,"Toronto, Ontario, Canada",Society for Modeling &#38; Simulation International,"Vista, CA"
article,2991577,https://dl.acm.org/citation.cfm?id=2991577,Agon  Bexheti and Marc  Langheinrich and Sarah  Clinch,,,,Secure Personal Memory-Sharing with Co-located People and Places,73--81,,9,"Co-located people, Infrastructure camera, Lifelogging, Memory augmentation, Privacy, Security, Sharing, Wearables",10.1145/2991561.2991577,,,,,,,2016,,Proceedings of the 6th International Conference on the Internet of Things,IoT'16,,978-1-4503-4814-0,"Stuttgart, Germany",ACM,"New York, NY, USA"
article,2998439,https://dl.acm.org/citation.cfm?id=2998439,Jean-Pierre  Hubaux,,,,Privacy Challenges in Mobile and Pervasive Networks,1--1,,1,"mobile networks, pervasive networks, privacy and security",10.1145/2988287.2998439,,,,,,,2016,,"Proceedings of the 19th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",MSWiM '16,,978-1-4503-4502-6,"Malta, Malta",ACM,"New York, NY, USA"
article,2939939,https://dl.acm.org/citation.cfm?id=2939939,Jean-Pierre  Hubaux,,,,The Ultimate Frontier for Privacy and Security: Medicine,1--1,,1,,10.1145/2939918.2939939,,,,,,,2016,,Proceedings of the 9th ACM Conference on Security &#38; Privacy in Wireless and Mobile Networks,WiSec '16,,978-1-4503-4270-4,"Darmstadt, Germany",ACM,"New York, NY, USA"
article,2493115,https://dl.acm.org/citation.cfm?id=2493115,Gerry  Derksen and Stan  Ruecker and Tim  Causer and Melissa  Terras,,,,Demonstrating Data Using Storyboard Visualization Tool,117--117,,1,"BigData, latent dirichlet allocation, narrative, storyboard",10.1145/2493102.2493115,,,,,,,2013,,Proceedings of the 6th International Symposium on Visual Information Communication and Interaction,VINCI '13,,978-1-4503-1988-1,"Tianjin, China",ACM,"New York, NY, USA"
article,3191743,https://dl.acm.org/citation.cfm?id=3191743,Andreas  Grammenos and Cecilia  Mascolo and Jon  Crowcroft,,,,"You Are Sensing, but Are You Biased?: A User Unaided Sensor Calibration Approach for Mobile Sensing",11:1--11:26,11,26,"Calibration, IMU, Mobile Devices, Sensor",10.1145/3191743,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,18-Mar,2,1,,March,2018,2474-9567,,,,,,ACM,"New York, NY, USA"
article,2817759,https://dl.acm.org/citation.cfm?id=2817759,Elise  van den Hoven,,,,From Materialising to Memories: Design Research to Support Personal Remembering,83--83,,1,"Autobiographical remembering, design research, digital media, episodic memory, human-computer interaction, interaction design, tangible interaction",10.1145/2808047.2817759,,,,,,,2015,,Proceedings of the 15th New Zealand Conference on Human-Computer Interaction,CHINZ 2015,,978-1-4503-3670-3,"Hamilton, New Zealand",ACM,"New York, NY, USA"
proceeding,2930238,https://dl.acm.org/citation.cfm?id=2930238,,,,General Chair-Julita  Vassileva and General Chair-James  Blustein and Program Chair-Lora  Aroyo and Program Chair-Sidney  D'Mello,,,,,,,,,,,,,2016,,Proceedings of the 2016 Conference on User Modeling Adaptation and Personalization,,,978-1-4503-4368-8,"Halifax, Nova Scotia, Canada",ACM,"New York, NY, USA"
article,3154918,https://dl.acm.org/citation.cfm?id=3154918,Jakob Eg Larsen and Thomas Blomseth Christiansen and Kasper  Eskelund,,,,Fostering Bilateral Patient-clinician Engagement in Active Self-tracking of Subjective Experience,427--430,,4,"PGD, PTSD, engagement, self-tracking",10.1145/3154862.3154918,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,3025510,https://dl.acm.org/citation.cfm?id=3025510,Chia-Fang  Chung and Nanna  Gorm and Irina A. Shklovski and Sean  Munson,,,,Finding the Right Fit: Understanding Health Tracking in Workplace Wellness Programs,4875--4886,,12,"health and wellness program, self-tracking, workplace",10.1145/3025453.3025510,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3064697,https://dl.acm.org/citation.cfm?id=3064697,Kwangyoung  Lee and Hwajung  Hong,,,,Designing for Self-Tracking of Emotion and Experience with Tangible Modality,465--475,,11,"emotion, mental health, mindtracker, self-tracking",10.1145/3064663.3064697,,,,,,,2017,,Proceedings of the 2017 Conference on Designing Interactive Systems,DIS '17,,978-1-4503-4922-2,"Edinburgh, United Kingdom",ACM,"New York, NY, USA"
article,3125507,https://dl.acm.org/citation.cfm?id=3125507,Amon  Rapp and Federica  Cena and Maurizio  Tirassa and Guido  Boella and Alessia  Calafiore and Roberto  Keller,,,,Tracking Personal Movements in Urban Environments: Personalized Maps for People with Autism Spectrum Disorder,883--886,,4,"adaptive support, autism, personalized maps, self-tracking",10.1145/3123024.3125507,,,,,,,2017,,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers,UbiComp '17,,978-1-4503-5190-4,"Maui, Hawaii",ACM,"New York, NY, USA"
article,3014058,https://dl.acm.org/citation.cfm?id=3014058,Ver&#243;nica  Rivera-Pelayo and Angela  Fessl and Lars  M&#252;ller and Viktoria  Pammer,,,,Introducing Mood Self-Tracking at Work: Empirical Insights from Call Centers,3:1--3:28,3,28,"Call center, field study, mood self-tracking, reflection, work performance",10.1145/3014058,ACM Trans. Comput.-Hum. Interact.,17-Mar,24,1,,February,2017,1073-0516,,,,,,ACM,"New York, NY, USA"
article,3154895,https://dl.acm.org/citation.cfm?id=3154895,Jomara  Binda and Hyehyun  Park and John M. Carroll and Natalie  Cope and Chien Wen (Tina) Yuan and Eun Kyoung Choe,,,,Intergenerational Sharing of Health Data Among Family Members,468--471,,4,"collaboration, data sharing, family, health, intergenerational, self-tracking",10.1145/3154862.3154895,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2858148,https://dl.acm.org/citation.cfm?id=2858148,Da-jung  Kim and Yeoreum  Lee and Saeyoung  Rho and Youn-kyung  Lim,,,,Design Opportunities in Three Stages of Relationship Development Between Users and Self-Tracking Devices,699--703,,5,"human-technology relationship development, self-tracking device, user experience design",10.1145/2858036.2858148,,,,,,,2016,,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI '16,,978-1-4503-3362-7,"San Jose, California, USA",ACM,"New York, NY, USA"
article,2996748,https://dl.acm.org/citation.cfm?id=2996748,Marie Louise Juul S&#248;ndergaard and Lone Koefoed Hansen,,,,PeriodShare: A Bloody Design Fiction,113:1--113:6,113,6,"Design fiction, menstruation, research through design, self tracking",10.1145/2971485.2996748,,,,,,,2016,,Proceedings of the 9th Nordic Conference on Human-Computer Interaction,NordiCHI '16,,978-1-4503-4763-1,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3300452,https://dl.acm.org/citation.cfm?id=3300452,Tabby  Davies and Simon L. Jones and Ryan M. Kelly,,,,Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome,222:1--222:13,222,13,"chronic fatigue syndrome, myalgic encephalomyelitis, self-management, self-tracking",10.1145/3290605.3300452,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,3274763,https://dl.acm.org/citation.cfm?id=3274763,Debaleena  Chattopadhyay,,,,Toward a Bayesian Approach for Self-Tracking Personal Pollution Exposures,1166--1171,,6,"Environmental sensing, pollution exposure profiling, pollution monitoring, self-tracking",10.1145/3267305.3274763,,,,,,,2018,,Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers,UbiComp '18,,978-1-4503-5966-5,"Singapore, Singapore",ACM,"New York, NY, USA"
article,3300359,https://dl.acm.org/citation.cfm?id=3300359,Alyson L. Young and Andrew D. Miller,,,,&#34;This Girl is on Fire&#34;: Sensemaking in an Online Health Community for Vulvodynia,129:1--129:13,129,13,"enigmatic disease, online health communities, self-tracking, sensemaking, vulvodynia",10.1145/3290605.3300359,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,2414610,https://dl.acm.org/citation.cfm?id=2414610,Bernd  Ploderer and Wally  Smith and Steve  Howard and Jon  Pearce and Ron  Borland,,,,Things You Don'T Want to Know About Yourself: Ambivalence About Tracking and Sharing Personal Information for Behaviour Change,489--492,,4,"ambivalence, behaviour change, persuasive technology, self-tracking, smoking cessation",10.1145/2414536.2414610,,,,,,,2012,,Proceedings of the 24th Australian Computer-Human Interaction Conference,OzCHI '12,,978-1-4503-1438-1,"Melbourne, Australia",ACM,"New York, NY, USA"
article,3264911,https://dl.acm.org/citation.cfm?id=3264911,Nediyana  Daskalova and Bongshin  Lee and Jeff  Huang and Chester  Ni and Jessica  Lundin,,,,Investigating the Effectiveness of Cohort-Based Sleep Recommendations,101:1--101:19,101,19,"Sleep, behavior change, self-tracking, sleep hygiene, sleep recommendations",10.1145/3264911,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,18-Sep,2,3,,September,2018,2474-9567,,,,,,ACM,"New York, NY, USA"
article,3123164,https://dl.acm.org/citation.cfm?id=3123164,Gabriella M. Harari and Weichen  Wang and Sandrine R. M&#252;ller and Rui  Wang and Andrew T. Campbell,,,,Participants' Compliance and Experiences with Self-tracking Using a Smartphone Sensing App,57--60,,4,"compliance, research design, self-tracking, smartphone sensing methods, user experience",10.1145/3123024.3123164,,,,,,,2017,,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers,UbiComp '17,,978-1-4503-5190-4,"Maui, Hawaii",ACM,"New York, NY, USA"
article,3304203,https://dl.acm.org/citation.cfm?id=3304203,Ulrich  Neumann and Youngkwan  Cho,,,,A Self-tracking Augmented Reality System,109--115,,7,,10.1145/3304181.3304203,,,,,,,1996,,Proceedings of the ACM Symposium on Virtual Reality Software and Technology,VRST '96,,0-89791-825-8,Hong Kong,ACM,"New York, NY, USA"
article,2819944,https://dl.acm.org/citation.cfm?id=2819944,Nanna  Gorm and Irina  Shklovski,,,,"Steps, Choices and Moral Accounting: Observations from a Step-Counting Campaign in the Workplace",148--159,,12,"Self-tracking, campaign, health promotion, pedometer, social ecology, step-counter, workplace",10.1145/2818048.2819944,,,,,,,2016,,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing,CSCW '16,,978-1-4503-3592-8,"San Francisco, California, USA",ACM,"New York, NY, USA"
article,3294035,https://dl.acm.org/citation.cfm?id=3294035,Kim  Munck and Mark Hummeluhr Christensen and Alan  Tahhan and Birthe I. Dinesen and Helle  Spindler and John  Hansen and Olav W. Nielsen and Soren  Leth,,,,Evaluation of Self-trackers for Use in Telerehabilitation,125--137,,13,"activity monitor, fitness, heart failure, physical activity, self-tracking, step count, telerehabilitation, usability",,J. Usability Studies,18-May,13,3,,May,2018,1931-3357,,,,,,Usability Professionals' Association,"Bloomingdale, IL"
article,2998276,https://dl.acm.org/citation.cfm?id=2998276,Jessica  Schroeder and Jane  Hoffswell and Chia-Fang  Chung and James  Fogarty and Sean  Munson and Jasmine  Zia,,,,Supporting Patient-Provider Collaboration to Identify Individual Triggers Using Food and Symptom Journals,1726--1739,,14,"interactive visualization, patient-generated data, patient-provider collaboration, self-tracking, symptom triggers",10.1145/2998181.2998276,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '17,,978-1-4503-4335-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2998206,https://dl.acm.org/citation.cfm?id=2998206,Clara  Caldeira and Matthew  Bietz and Marisol  Vidauri and Yunan  Chen,,,,Senior Care for Aging in Place: Balancing Assistance and Independence,1605--1617,,13,"CCRC, aging in place, collaborative care, elderly, older adults, self-care, self-tracking",10.1145/2998181.2998206,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,CSCW '17,,978-1-4503-4335-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2785877,https://dl.acm.org/citation.cfm?id=2785877,Jeni  Paay and Jesper  Kjeldskov and Mikael B. Skov and Nirojan  Srikandarajah and Umachanger  Brinthaparan,,,,QuittyLink: Using Smartphones for Personal Counseling to Help People Quit Smoking,98--104,,7,"Smoking cessation, health behavior change, interaction design, mobile apps, personal counseling, self-tracking",10.1145/2785830.2785877,,,,,,,2015,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI '15,,978-1-4503-3652-9,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,2702230,https://dl.acm.org/citation.cfm?id=2702230,Katarzyna  Stawarz and Anna L. Cox and Ann  Blandford,,,,Beyond Self-Tracking and Reminders: Designing Smartphone Apps That Support Habit Formation,2653--2662,,10,"behavior change, habit formation, smartphone apps",10.1145/2702123.2702230,,,,,,,2015,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,CHI '15,,978-1-4503-3145-6,"Seoul, Republic of Korea",ACM,"New York, NY, USA"
article,3300900,https://dl.acm.org/citation.cfm?id=3300900,Heleen  Rutjes and Martijn C. Willemsen and Wijnand A. IJsselsteijn,,,,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching,670:1--670:14,670,14,"behavior change support, coach-client relationship, e-coaching, health coaching, mhealth, patient-generated data, self-tracking, technology acceptance",10.1145/3290605.3300900,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,2909652,https://dl.acm.org/citation.cfm?id=2909652,Brian  DeRenzi and Jeremy  Wacksman and Nicola  Dell and Scott  Lee and Neal  Lesh and Gaetano  Borriello and Andrew  Ellner,,,,"Closing the Feedback Loop: A 12-month Evaluation of ASTA, a Self-Tracking Application for ASHAs",22:1--22:10,22,10,"HCI4D, ICT4CHW, ICTD, mHealth",10.1145/2909609.2909652,,,,,,,2016,,Proceedings of the Eighth International Conference on Information and Communication Technologies and Development,ICTD '16,,978-1-4503-4306-0,"Ann Arbor, MI, USA",ACM,"New York, NY, USA"
