"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2641319","Andrea  Cuttone and Jakob Eg Larsen","","","","The Long Tail Issue in Large Scale Deployment of Personal Informatics","691--694","","4","behavior change, deployment, feedback interfaces, large-scale mobile sensing, mobility, personal informatics, quantified self, self-tracking, social interaction","10.1145/2638728.2641319","","","","","","","2014","","Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication","UbiComp '14 Adjunct","","978-1-4503-3047-3","Seattle, Washington","ACM","New York, NY, USA"
"article","3053138","Shaun  Wallace and Hua  Guo and David  Sasson","","","","Visualizing Self-Tracked Mobile Sensor and Self-Reflection Data to Help Sleep Clinicians Infer Patterns","2194--2200","","7","design, multivariate time series, ordinal, personal informatics, prototyping, sleep visualization","10.1145/3027063.3053138","","","","","","","2017","","Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '17","","978-1-4503-4656-6","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3300900","Heleen  Rutjes and Martijn C. Willemsen and Wijnand A. IJsselsteijn","","","","Beyond Behavior: The Coach's Perspective on Technology in Health Coaching","670:1--670:14","670","14","behavior change support, coach-client relationship, e-coaching, health coaching, mhealth, patient-generated data, self-tracking, technology acceptance","10.1145/3290605.3300900","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","2909652","Brian  DeRenzi and Jeremy  Wacksman and Nicola  Dell and Scott  Lee and Neal  Lesh and Gaetano  Borriello and Andrew  Ellner","","","","Closing the Feedback Loop: A 12-month Evaluation of ASTA, a Self-Tracking Application for ASHAs","22:1--22:10","22","10","HCI4D, ICT4CHW, ICTD, mHealth","10.1145/2909609.2909652","","","","","","","2016","","Proceedings of the Eighth International Conference on Information and Communication Technologies and Development","ICTD '16","","978-1-4503-4306-0","Ann Arbor, MI, USA","ACM","New York, NY, USA"
"article","3125504","Elena  Di Lascio and Shkurta  Gashi and Danilo  Krasic and Silvia  Santini","","","","In-classroom Self-tracking for Teachers and Students: Preliminary Findings from a Pilot Study","865--870","","6","","10.1145/3123024.3125504","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3310430","Sarah  Homewood","","","","Inaction As a Design Decision: Reflections on Not Designing Self-Tracking Tools for Menopause","alt17:1--alt17:12","alt17","12","menopause, menstrual cycles, non-design, reflective hci, undesign, women's health","10.1145/3290607.3310430","","","","","","","2019","","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems","CHI EA '19","","978-1-4503-5971-9","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","2998303","Elizabeth  Kaziunas and Mark S. Ackerman and Silvia  Lindtner and Joyce M. Lee","","","","Caring Through Data: Attending to the Social and Emotional Experiences of Health Datafication","2260--2272","","13","caregiving, chronic illness management, diabetes, diy health, emotion work, health and wellness, healthcare technology, personal data, personal health informatics, remote monitoring, self-tracking","10.1145/2998181.2998303","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3282349","Natasha  Dow Schull","","","","Turning the Tables: The Digital Mediation of Poker","1--2","","2","attention economy, design and use of consumer technology and digital media, gamification and addiction, self-tracking, subjectivity, the affective and experiential dimensions of human-machine interactions","10.1145/3272973.3282349","","","","","","","2018","","Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '18","","978-1-4503-6018-0","Jersey City, NJ, USA","ACM","New York, NY, USA"
"article","3025654","Xinning  Gui and Yu  Chen and Clara  Caldeira and Dan  Xiao and Yunan  Chen","","","","When Fitness Meets Social Networks: Investigating Fitness Tracking and Social Practices on WeRun","1647--1659","","13","behavior change, fitness, motivation, personal informatics, physical activity, privacy, self-tracking, sharing, social influence, social interaction, social network, wearable, wechat, werun","10.1145/3025453.3025654","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3212877","Ana  Tajadura-Jim&#233;nez and Francisco  Cuadrado and Patricia  Rick and Nadia  Bianchi-Berthouze and Aneesha  Singh and Aleksander  V&#228;ljam&#228;e and Fr&#233;d&#233;ric  Bevilacqua","","","","Designing a Gesture-sound Wearable System to Motivate Physical Activity by Altering Body Perception","46:1--46:6","46","6","Interactive systems design, body movement, body-perception, embodied cognition, health, physical activity, psychological factors, self-care technology design, self-perception, self-tracking, sound","10.1145/3212721.3212877","","","","","","","2018","","Proceedings of the 5th International Conference on Movement and Computing","MOCO '18","","978-1-4503-6504-8","Genoa, Italy","ACM","New York, NY, USA"
"article","2971402","Hanna  Schneider","","","","Self-knowledge Through Numbers and the Operationalization of Learning","189--192","","4","activity tracking, learning, personal informatics, self-knowledge","10.1145/2968219.2971402","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3173827","Fengjiao  Peng and Veronica Crista LaBelle and Emily Christen Yue and Rosalind W. Picard","","","","A Trip to the Moon: Personalized Animated Movies for Self-reflection","253:1--253:10","253","10","animation, emotion, empathy, engagement, personalization, self-reflection","10.1145/3173574.3173827","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2732815","Dhaval  Vyas and Zachary  Fitz-walter and Erica  Mealy and Alessandro  Soro and Jinglan  Zhang and Margot  Brereton","","","","Exploring Physical Activities in an Employer-Sponsored Health Program","1421--1426","","6","HCI, activity monitoring, quantified self","10.1145/2702613.2732815","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '15","","978-1-4503-3146-3","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3300363","Jaime  Snyder and Elizabeth  Murnane and Caitie  Lustig and Stephen  Voida","","","","Visually Encoding the Lived Experience of Bipolar Disorder","133:1--133:14","133","14","bipolar disorder, participatory design, personal data visualization, quantified self, visual methods","10.1145/3290605.3300363","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3313432","Mitchell  Gordon and Tim  Althoff and Jure  Leskovec","","","","Goal-setting And Achievement In Activity Tracking Apps: A Case Study Of MyFitnessPal","571--582","","12","","10.1145/3308558.3313432","","","","","","","2019","","The World Wide Web Conference","WWW '19","","978-1-4503-6674-8","San Francisco, CA, USA","ACM","New York, NY, USA"
"article","2968313","Hanna  Schneider","","","","LOL: Levels of Learning Through Personal Informatics","510--515","","6","activity tracking, learning, personal informatics, self-knowledge","10.1145/2968219.2968313","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2732813","Ankur  Agrawal and Wenvi  Hidayat and Aravind  Ravi and Mark  Stamnes and Meishen  Yin and Daniela  Rosner","","","","SynKu: Exploring the Production of Sensory Objects","2121--2126","","6","cross-sensory perception, design inquiry, science and technology studies, sensory objects","10.1145/2702613.2732813","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '15","","978-1-4503-3146-3","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3312985","Adhi  Wicaksono and Robert J. Hendley and Russell  Beale","","","","Using Reinforced Implementation Intentions to Support Habit Formation","LBW2518:1--LBW2518:6","LBW2518","6","behaviour change, habit formation, implementation intentions","10.1145/3290607.3312985","","","","","","","2019","","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems","CHI EA '19","","978-1-4503-5971-9","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3064714","Chris  Elsden and Abigail C. Durrant and David  Chatting and David S. Kirk","","","","Designing Documentary Informatics","649--661","","13","data-driven life, documentary informatics, quantified self, remembering, speculative methods, weddings","10.1145/3064663.3064714","","","","","","","2017","","Proceedings of the 2017 Conference on Designing Interactive Systems","DIS '17","","978-1-4503-4922-2","Edinburgh, United Kingdom","ACM","New York, NY, USA"
"article","2783572","Jutta  Fortmann and Benjamin  Poppinga and Wilko  Heuten and Susanne  Boll","","","","Real-life Experiences with an Adaptive Light Bracelet","138--146","","9","context awareness, digital jewellery, fluid intake reminder, light, observer experience, wearable computing","10.1145/2783446.2783572","","","","","","","2015","","Proceedings of the 2015 British HCI Conference","British HCI '15","","978-1-4503-3643-7","Lincoln, Lincolnshire, United Kingdom","ACM","New York, NY, USA"
"article","2686912","Julie  Doyle and Lorcan  Walsh and Antonella  Sassu and Teresa  McDonagh","","","","Designing a Wellness Self-management Tool for Older Adults: Results from a Field Trial of YourWellness","134--141","","8","feedback, older adults, self-management, wellness","10.4108/icst.pervasivehealth.2014.254950","","","","","","","2014","","Proceedings of the 8th International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '14","","978-1-63190-011-2","Oldenburg, Germany","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
"article","2801612","Christian  Meurisch and Benedikt  Schmidt and Michael  Scholz and Immanuel  Schweizer and Max  M&#252;hlh&#228;user","","","","Labels: Quantified Self App for Human Activity Sensing","1413--1422","","10","annotated dataset, heterogeneous information sources, human activity sensing, personal tracking, quantified self","10.1145/2800835.2801612","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3240187","P&#228;ivi  Heikkil&#228; and Anita  Honka and Eija  Kaasinen","","","","Quantified Factory Worker: Designing a Worker Feedback Dashboard","515--523","","9","factory workers, human-centred design, operator 4.0, quantified self, well-being","10.1145/3240167.3240187","","","","","","","2018","","Proceedings of the 10th Nordic Conference on Human-Computer Interaction","NordiCHI '18","","978-1-4503-6437-9","Oslo, Norway","ACM","New York, NY, USA"
"article","2985774","Jochen  Meyer and Anastasia  Kazakova and Merlin  B&#252;sing and Susanne  Boll","","","","Visualization of Complex Health Data on Mobile Devices","31--34","","4","health data, mobile devices, visualization","10.1145/2985766.2985774","","","","","","","2016","","Proceedings of the 2016 ACM Workshop on Multimedia for Personal Health and Health Care","MMHealth '16","","978-1-4503-4518-7","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","3300475","Pedro  Sanches and Axel  Janson and Pavel  Karpashevich and Camille  Nadal and Chengcheng  Qu and Claudia  Daud&#233;n Roquet and Muhammad  Umair and Charles  Windlin and Gavin  Doherty and Kristina  H&#246;&#246;k and Corina  Sas","","","","HCI and Affective Health: Taking Stock of a Decade of Studies and Charting Future Research Directions","245:1--245:17","245","17","affective disorders, clinical trials, ethical issues, innovation, literature review","10.1145/3290605.3300475","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3274396","Elizabeth L. Murnane and Tara G. Walker and Beck  Tench and Stephen  Voida and Jaime  Snyder","","","","Personal Informatics in Interpersonal Contexts: Towards the Design of Technology That Supports the Social Ecologies of Long-Term Mental Health Management","127:1--127:27","127","27","bipolar disorder, collaborative sensemaking, collective intelligence, mental health, personal informatics, quantified self, self-management, serious mental illness","10.1145/3274396","Proc. ACM Hum.-Comput. Interact.","November 2018","2","CSCW","","November","2018","2573-0142","","","","","","ACM","New York, NY, USA"
"article","2636086","Kerry Shih-Ping Chang and Catalina M. Danis and Robert G. Farrell","","","","Lunch Line: Using Public Displays and Mobile Devices to Encourage Healthy Eating in an Organization","823--834","","12","health challenges, healthy eating, mobile devices, persuasive technology, public displays","10.1145/2632048.2636086","","","","","","","2014","","Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '14","","978-1-4503-2968-2","Seattle, Washington","ACM","New York, NY, USA"
"article","3300600","Pooja M. Desai and Elliot G. Mitchell and Maria L. Hwang and Matthew E. Levine and David J. Albers and Lena  Mamykina","","","","Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management","370:1--370:13","370","13","diabetes, personal informatics, predictive modeling, self-care, self-management, technologies for health","10.1145/3290605.3300600","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3154934","Maria A. Garc&#237;a-Corretjer and Sergi  Navarro-Aubanell and David  Miralles","","","","Towards a New Measurement Language for Self-knowledge in Personal-informatics","382--385","","4","HCI, empathy, self-reflection, tracking device, visual and tangible interface","10.1145/3154862.3154934","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
"article","3099100","Cataldo  Musto and Amon  Rapp and Veronika  Bogina and Federica  Cena and Frank  Hopfgartner and Judy  Kay and David  Konopnicki and Tsvi  Kuflik and Bamshad  Mobasher and Giovanni  Semeraro","","","","UMAP 2017 THUM Workshop Chairs' Welcome &#38; Organization","368--369","","2","","10.1145/3099023.3099100","","","","","","","2017","","Adjunct Publication of the 25th Conference on User Modeling, Adaptation and Personalization","UMAP '17","","978-1-4503-5067-9","Bratislava, Slovakia","ACM","New York, NY, USA"
"article","3273016","Elizabeth L. Murnane and Jaime  Snyder and Stephen  Voida and Matthew J. Bietz and Mark  Matthews and Sean  Munson and Laura R. Pina","","","","Social Issues in Personal Informatics: Design, Data, and Infrastructure","471--478","","8","collaborative sensemaking, collective engagement, data representation, personal informatics, quantified self","10.1145/3272973.3273016","","","","","","","2018","","Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '18","","978-1-4503-6018-0","Jersey City, NJ, USA","ACM","New York, NY, USA"
"article","2662597","Konstantinos  Giannakis and Konstantinos  Chorianopoulos and Letizia  Jaccheri","","","","User Requirements for Gamifying Sports Software","22--26","","5","augmented feedback, evaluation, human factors, interaction styles","","","","","","","","2013","","Proceedings of the 3rd International Workshop on Games and Software Engineering: Engineering Computer Games to Enable Positive, Progressive Change","GAS '13","","978-1-4673-6263-4","San Francisco, California","IEEE Press","Piscataway, NJ, USA"
"article","3196784","Rafal  Kocielnik and Daniel  Avrahami and Jennifer  Marlow and Di  Lu and Gary  Hsieh","","","","Designing for Workplace Reflection: A Chat and Voice-Based Conversational Agent","881--894","","14","bots, conversational agents, modalities, reflection, workspace activity reporting","10.1145/3196709.3196784","","","","","","","2018","","Proceedings of the 2018 Designing Interactive Systems Conference","DIS '18","","978-1-4503-5198-0","Hong Kong, China","ACM","New York, NY, USA"
"article","3284890","Roberto  Reda and Antonella  Carbonaro","","","","Design and Development of a Linked Open Data-Based Web Portal for Sharing IoT Health and Fitness Datasets","43--48","","6","health informatics, iot, lod, semantic web, wearable devices","10.1145/3284869.3284890","","","","","","","2018","","Proceedings of the 4th EAI International Conference on Smart Objects and Technologies for Social Good","Goodtechs '18","","978-1-4503-6581-9","Bologna, Italy","ACM","New York, NY, USA"
"article","3287069","Neille-Ann H. Tan and Han  Sha and Eda  Celen and Phucanh  Tran and Kelly  Wang and Gifford  Cheung and Philip  Hinch and Jeff  Huang","","","","Rewind: Automatically Reconstructing Everyday Memories with First-Person Perspectives","191:1--191:20","191","20","digital memories, location history, travel experiences","10.1145/3287069","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","December 2018","2","4","","December","2018","2474-9567","","","","","","ACM","New York, NY, USA"
"article","3214273","Rafal  Kocielnik and Lillian  Xiao and Daniel  Avrahami and Gary  Hsieh","","","","Reflection Companion: A Conversational System for Engaging Users in Reflection on Physical Activity","70:1--70:26","70","26","Conversational design, behavior change, conversational AI, physical activity, reflection, reflective dialogues, self-learning","10.1145/3214273","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","June 2018","2","2","","July","2018","2474-9567","","","","","","ACM","New York, NY, USA"
"article","3264951","Weichen  Wang and Gabriella M. Harari and Rui  Wang and Sandrine R. M&#252;ller and Shayan  Mirjafari and Kizito  Masaba and Andrew T. Campbell","","","","Sensing Behavioral Change over Time: Using Within-Person Variability Features from Mobile Sensing to Predict Personality Traits","141:1--141:21","141","21","Mobile Sensing, Personality Traits, Within-Person Variability","10.1145/3264951","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","September 2018","2","3","","September","2018","2474-9567","","","","","","ACM","New York, NY, USA"
"article","3132024","Christian  Holz and Edward J. Wang","","","","Glabella: Continuously Sensing Blood Pressure Behavior Using an Unobtrusive Wearable Device","58:1--58:23","58","23","Physiological sensing, blood pressure monitoring, continuous tracking, convenience, cuffless sensing, heart rate monitoring, in-the-wild user study, pulse transit time, unobtrusive wearable, wearable device","10.1145/3132024","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","September 2017","1","3","","September","2017","2474-9567","","","","","","ACM","New York, NY, USA"
